method,split,seeds,episodes_per_seed,mean_success_rate,ci95_success_rate,mean_mean_edge_f1,ci95_mean_edge_f1,mean_mean_birth_f1,ci95_mean_birth_f1,mean_mean_death_f1,ci95_mean_death_f1,mean_mean_graph_edit,ci95_mean_graph_edit,mean_mean_component_accuracy,ci95_mean_component_accuracy,mean_mean_jam_f1,ci95_mean_jam_f1,mean_mean_safety_violation_rate,ci95_mean_safety_violation_rate,mean_mean_chain_contact_rate,ci95_mean_chain_contact_rate,mean_mean_pocket_contact_rate,ci95_mean_pocket_contact_rate,mean_mean_fixture_contact_rate,ci95_mean_fixture_contact_rate,mean_mean_wall_contact_rate,ci95_mean_wall_contact_rate,mean_mean_final_progress,ci95_mean_final_progress,mean_mean_final_y_error,ci95_mean_final_y_error,mean_mean_energy,ci95_mean_energy
topology_no_memory_ablation,fixture_topology_shift,8,6,0.00000,0.00000,0.76438,0.05740,0.49515,0.08891,0.87440,0.07195,0.08594,0.01886,0.53906,0.10104,0.85417,0.07402,0.32943,0.09349,0.00390,0.00271,0.01172,0.02105,0.23134,0.07969,0.00434,0.00170,0.11515,0.04410,0.06485,0.01566,28.78940,4.38355
topology_no_memory_ablation,friction_mass_shift,8,6,0.22917,0.08593,0.75906,0.03690,0.54143,0.05817,0.57371,0.03640,0.14477,0.01558,0.68026,0.07092,0.49515,0.14326,0.00000,0.00000,0.49919,0.04615,0.44816,0.03896,0.00000,0.00000,0.00824,0.00286,0.70008,0.06623,0.08652,0.02283,11.90376,0.40691
topology_no_memory_ablation,nominal_push_to_pocket,8,6,0.27083,0.10581,0.67910,0.07494,0.71070,0.09209,0.32070,0.07999,0.14848,0.01723,0.16296,0.04406,0.04488,0.03926,0.00000,0.00000,0.79399,0.09158,0.71329,0.08645,0.00087,0.00111,0.00000,0.00000,0.77013,0.04178,0.01854,0.00282,19.15815,6.49231
topology_no_memory_ablation,pocket_relocation,8,6,0.22917,0.13718,0.63833,0.06882,0.32379,0.11978,0.30158,0.08616,0.19967,0.02079,0.58147,0.09082,0.39582,0.06018,0.01693,0.03318,0.80341,0.09941,0.71452,0.11610,0.02127,0.03784,0.00217,0.00286,0.73427,0.09806,0.11483,0.00907,23.59372,8.75214
topology_world_model_v4,actuator_limit_chain,8,6,0.00000,0.00000,0.58598,0.07515,0.55729,0.12270,0.40097,0.08402,0.15343,0.02287,0.31250,0.09741,0.79293,0.13478,0.70573,0.06662,0.04687,0.04769,0.05946,0.05293,0.65972,0.07994,0.00868,0.00364,0.29381,0.11162,0.09006,0.04389,17.86283,4.41922
topology_world_model_v4,combined_extreme_stress,8,6,0.00000,0.00000,0.57209,0.09341,0.43840,0.09224,0.93354,0.02071,0.11892,0.02514,0.40755,0.09141,0.45833,0.11955,0.08203,0.04621,0.00477,0.00668,0.00304,0.00596,0.08290,0.03072,0.01693,0.00454,0.08309,0.06667,0.05432,0.03386,58.82707,11.94685
topology_world_model_v4,combined_stress,8,6,0.06250,0.05978,0.69859,0.06736,0.61455,0.06928,0.66476,0.13227,0.11420,0.02072,0.39968,0.08877,0.62500,0.13455,0.32249,0.09101,0.19638,0.10186,0.17733,0.09530,0.27474,0.08322,0.01085,0.00454,0.55353,0.09293,0.10620,0.02134,19.70571,3.26359
topology_world_model_v4,contact_chain_transfer,8,6,0.00000,0.00000,0.85482,0.06261,0.82914,0.05513,0.87195,0.07626,0.05241,0.02109,0.71137,0.10069,0.72917,0.12250,0.00000,0.00000,0.14279,0.08479,0.12587,0.07824,0.00000,0.00000,0.00651,0.00300,0.35800,0.10398,0.08773,0.02449,19.84091,5.65197
topology_world_model_v4,contact_sensor_noise_burst,8,6,0.22917,0.05977,0.76823,0.03418,0.81533,0.03354,0.43111,0.10626,0.11815,0.01306,0.26589,0.08804,0.20956,0.11839,0.03169,0.04078,0.67700,0.12438,0.60963,0.12103,0.03038,0.04101,0.00347,0.00223,0.75620,0.03848,0.06290,0.02923,16.19112,3.17299
topology_world_model_v4,delayed_topology_transition,8,6,0.00000,0.00000,0.21594,0.06003,0.13216,0.03909,0.69065,0.09461,0.18620,0.00917,0.30946,0.08283,0.31250,0.09638,0.59679,0.09477,0.00477,0.00384,0.00130,0.00255,0.33637,0.10470,0.01649,0.00526,0.31353,0.08088,0.19336,0.01850,22.91454,5.28939
topology_world_model_v4,distractor_contact,8,6,0.08334,0.06174,0.41224,0.10259,0.39988,0.09205,0.82384,0.09216,0.15378,0.03113,0.29857,0.12617,0.21154,0.14567,0.00000,0.00000,0.16796,0.10095,0.15055,0.10625,0.01215,0.00464,0.00391,0.00326,0.31377,0.11342,0.11487,0.04658,21.57022,4.00617
topology_world_model_v4,fixture_near_wall_jam,8,6,0.00000,0.00000,0.67325,0.12771,0.60887,0.12690,0.96108,0.01543,0.07270,0.02702,0.58333,0.13357,0.77083,0.15043,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00998,0.00661,0.00000,0.00000,0.03421,0.00330,46.74419,14.24396
topology_world_model_v4,fixture_topology_shift,8,6,0.00000,0.00000,0.77081,0.04926,0.55932,0.09210,0.91970,0.02730,0.07693,0.01509,0.54905,0.09257,0.79167,0.10237,0.23003,0.06613,0.00304,0.00201,0.00087,0.00111,0.16450,0.05106,0.00781,0.00309,0.12142,0.03857,0.05832,0.01872,34.09732,3.13333
topology_world_model_v4,friction_mass_shift,8,6,0.12500,0.08167,0.61519,0.06556,0.59838,0.07354,0.79133,0.06462,0.11698,0.01173,0.43377,0.04569,0.37500,0.08167,0.00000,0.00000,0.25894,0.07560,0.21745,0.06763,0.00130,0.00179,0.00825,0.00286,0.63831,0.07222,0.13819,0.02157,22.49303,5.86234
topology_world_model_v4,nominal_push_to_pocket,8,6,0.27083,0.12250,0.68546,0.07782,0.78352,0.08937,0.31524,0.08965,0.14124,0.01147,0.12351,0.01504,0.02458,0.03993,0.00000,0.00000,0.79244,0.09636,0.71046,0.09445,0.00043,0.00085,0.00043,0.00085,0.78961,0.02760,0.04493,0.01020,20.24793,6.62232
topology_world_model_v4,pocket_relocation,8,6,0.31250,0.07402,0.58470,0.04433,0.62892,0.05534,0.37803,0.07886,0.17793,0.02279,0.27503,0.04406,0.02748,0.04249,0.01693,0.03318,0.60516,0.05313,0.63558,0.10508,0.02127,0.03885,0.00608,0.00494,0.72521,0.09844,0.14544,0.05198,12.77045,0.78076
topology_world_model_v5,actuator_limit_chain,8,6,0.00000,0.00000,0.55661,0.10427,0.52199,0.13861,0.44291,0.10920,0.15918,0.02898,0.30816,0.09549,0.72917,0.17393,0.69141,0.07972,0.04644,0.04790,0.05946,0.05293,0.60851,0.11186,0.00911,0.00529,0.30725,0.14186,0.10489,0.03805,23.14390,8.09992
topology_world_model_v5,combined_extreme_stress,8,6,0.00000,0.00000,0.57110,0.09483,0.49660,0.10627,0.93015,0.02271,0.11469,0.02623,0.44358,0.10792,0.58333,0.10693,0.05989,0.03951,0.00521,0.00716,0.00391,0.00596,0.06467,0.02186,0.01302,0.00422,0.09972,0.06547,0.06248,0.02805,56.61341,8.76079
topology_world_model_v5,combined_stress,8,6,0.04167,0.05346,0.66255,0.06804,0.57775,0.05591,0.70839,0.09703,0.12068,0.01774,0.37804,0.07211,0.62798,0.13315,0.33116,0.10674,0.16432,0.08030,0.14236,0.07435,0.26780,0.07642,0.00998,0.00271,0.55409,0.07590,0.11056,0.02206,25.62202,4.39326
topology_world_model_v5,contact_chain_transfer,8,6,0.02083,0.04083,0.87465,0.04997,0.84692,0.04277,0.87321,0.07956,0.04557,0.01641,0.72968,0.09087,0.72917,0.12250,0.00000,0.00000,0.14098,0.08676,0.12466,0.08087,0.00000,0.00000,0.00694,0.00386,0.34088,0.09858,0.10200,0.03287,16.82117,4.44382
topology_world_model_v5,contact_sensor_noise_burst,8,6,0.20833,0.10237,0.69554,0.03903,0.74159,0.02745,0.45223,0.03968,0.13809,0.01074,0.25694,0.05881,0.18750,0.07402,0.01693,0.03318,0.64444,0.05901,0.57544,0.05844,0.02170,0.03873,0.00217,0.00124,0.73806,0.03873,0.05873,0.01956,17.17302,5.78693
topology_world_model_v5,delayed_topology_transition,8,6,0.00000,0.00000,0.17888,0.04128,0.12760,0.04000,0.74319,0.05851,0.18538,0.00878,0.25781,0.05383,0.29167,0.14803,0.57552,0.07757,0.00607,0.00459,0.01649,0.02952,0.26562,0.07198,0.01736,0.00464,0.33433,0.05323,0.17734,0.02990,25.32569,8.37481
topology_world_model_v5,distractor_contact,8,6,0.06250,0.08593,0.36056,0.09370,0.34207,0.08592,0.83351,0.06786,0.16734,0.03093,0.30929,0.08777,0.22917,0.13718,0.00000,0.00000,0.12856,0.07028,0.14045,0.08243,0.01085,0.00521,0.00260,0.00280,0.31103,0.13116,0.12260,0.03115,19.10526,4.51656
topology_world_model_v5,fixture_near_wall_jam,8,6,0.00000,0.00000,0.68330,0.12602,0.60648,0.13024,0.95776,0.01984,0.07091,0.02368,0.57595,0.13726,0.85417,0.09638,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00955,0.00690,0.00000,0.00000,0.03421,0.00330,46.46918,15.45160
topology_world_model_v5,fixture_topology_shift,8,6,0.00000,0.00000,0.75603,0.03383,0.57957,0.06210,0.91597,0.02274,0.07747,0.01132,0.55295,0.07035,0.75000,0.12347,0.20616,0.08129,0.00347,0.00257,0.00087,0.00111,0.14193,0.05372,0.00694,0.00315,0.09701,0.06025,0.05467,0.02964,36.95658,3.84244
topology_world_model_v5,friction_mass_shift,8,6,0.12500,0.08167,0.58617,0.07585,0.56019,0.09275,0.77799,0.06640,0.12206,0.01193,0.41563,0.07472,0.39583,0.08593,0.00000,0.00000,0.25417,0.09206,0.22222,0.07177,0.00087,0.00111,0.00911,0.00425,0.60855,0.08804,0.12337,0.01513,27.49253,7.56765
topology_world_model_v5,nominal_push_to_pocket,8,6,0.18750,0.09638,0.61976,0.08815,0.71253,0.10271,0.37546,0.09965,0.15038,0.01314,0.11675,0.01226,0.05023,0.05318,0.00000,0.00000,0.71519,0.10832,0.64149,0.10523,0.00043,0.00085,0.00260,0.00213,0.75538,0.04798,0.05378,0.01935,24.76698,5.29471
topology_world_model_v5,pocket_relocation,8,6,0.18750,0.09638,0.58962,0.06568,0.65272,0.07199,0.39869,0.06402,0.15732,0.01534,0.21759,0.04869,0.01083,0.00740,0.01693,0.03318,0.61656,0.06259,0.60147,0.08127,0.02127,0.03881,0.00868,0.00340,0.69229,0.08563,0.14052,0.03685,16.61800,4.00135
